1248297556.202,1.2981676,1.8832113,2.8288
1248297556.224,1.2980668,1.8831911,2.8284
1248297556.249,1.2980512,1.8831828,2.8284
1248297556.277,1.2980828,1.8831343,2.8283
1248297556.305,1.2980982,1.8831334,2.8283
1248297556.425,1.2981208,1.8831873,2.8286
1248297556.45,1.2981047,1.8831856,2.8285
1248297556.625,1.2927132,1.8850409,2.8687
1248297556.653,1.2923633,1.885194,2.871
1248297556.73,1.2896312,1.8855654,2.8868
1248297556.787,1.2872402,1.8864534,2.9025
1248297556.801,1.2867495,1.8867725,2.9063
1248297556.835,1.2843877,1.8880561,2.9207
1248297556.865,1.2839226,1.8881507,2.9224
1248297556.947,1.2781626,1.8886424,2.9402
1248297556.978,1.2774429,1.8888969,2.9431
1248297556.998,1.2732553,1.8901051,2.9576
1248297557.028,1.2723102,1.8902538,2.9603
1248297557.066,1.2676666,1.8906954,2.9706
1248297557.073,1.2669192,1.8907522,2.9724
1248297557.182,1.2620863,1.8916416,2.999
1248297557.212,1.2615607,1.8917186,3.0023
1248297557.242,1.2583291,1.8917088,3.0145
1248297557.263,1.2576077,1.8916873,3.0162
1248297557.302,1.253765,1.8920461,3.024
1248297557.327,1.2529981,1.892207,3.0252
1248297557.362,1.2496345,1.8922204,3.0215
1248297557.401,1.2490307,1.8921254,3.0199
1248297557.483,1.2427937,1.8937571,3.0224
1248297557.587,1.2349864,1.8941643,3.0212
1248297557.618,1.2344553,1.8944113,3.0221
1248297557.638,1.2315084,1.8955164,3.0231
1248297557.667,1.2308266,1.8955862,3.022
1248297557.699,1.2277406,1.8953522,3.0154
1248297557.75,1.2235376,1.8954265,3.0163
1248297557.782,1.2229667,1.8955872,3.0179
1248297557.811,1.2198887,1.8960367,3.0221
1248297557.84,1.2191953,1.8960115,3.0215
1248297557.867,1.2163438,1.8956867,3.0158
1248297557.889,1.2156921,1.8956459,3.0147
1248297557.92,1.213148,1.8962593,3.0169
1248297557.953,1.2126041,1.8965251,3.0185
1248297558.042,1.2047801,1.8972956,3.018
1248297558.071,1.2041449,1.8972589,3.0173
1248297558.104,1.2009534,1.8982258,3.0198
1248297558.124,1.2002596,1.8985133,3.0207
1248297558.156,1.1972968,1.8990083,3.0214
1248297558.184,1.1965567,1.8989225,3.0207
1248297558.214,1.1932041,1.8981666,3.0153
1248297558.246,1.1926238,1.8981639,3.015
1248297558.259,1.1902899,1.8990276,3.0193
1248297558.285,1.1897206,1.8993113,3.0207
1248297558.324,1.1865532,1.8998984,3.0227
1248297558.433,1.1791467,1.9003358,3.0197
1248297558.496,1.1751264,1.9011628,3.0197
1248297558.517,1.1744897,1.9010866,3.0184
1248297558.549,1.171647,1.9009279,3.0144
1248297558.585,1.1710248,1.9011245,3.0152
1248297558.608,1.1672641,1.9026496,3.0221
1248297558.638,1.1664304,1.9028478,3.0228
1248297558.663,1.1632757,1.9028502,3.0215
1248297558.687,1.1626259,1.9026929,3.0203
1248297558.722,1.1598651,1.9021754,3.0152
1248297558.752,1.1593253,1.9022765,3.0157
1248297558.848,1.1507608,1.9035539,3.0176
1248297558.9,1.1469716,1.9035602,3.0095
1248297558.922,1.1464934,1.9038176,3.0105
1248297559.086,1.1359607,1.9056188,3.0139
1248297559.123,1.1353554,1.90586,3.0146
1248297559.266,1.1244494,1.906671,3.0152
1248297559.282,1.123848,1.9069709,3.0168
1248297559.314,1.12045,1.9079803,3.0216
1248297559.343,1.1197437,1.9079957,3.0214
1248297559.39,1.1157438,1.9074284,3.0154
1248297559.422,1.1136352,1.9078761,3.0164
1248297559.451,1.1131352,1.9081385,3.0175
1248297559.482,1.1105343,1.9090127,3.0206
1248297559.54,1.1055661,1.9089407,3.0147
1248297559.598,1.1022681,1.9095234,3.0153
1248297559.674,1.0974613,1.910723,3.0213
1248297559.785,1.0891433,1.9113217,3.0212
1248297559.835,1.0859357,1.9118431,3.0227
1248297559.91,1.0813508,1.911189,3.0176
1248297559.94,1.0780646,1.9123631,3.0204
1248297559.972,1.0774018,1.9126365,3.021
1248297560.026,1.073582,1.9129562,3.0176
1248297560.105,1.0678396,1.9137634,3.0192
1248297560.139,1.0673752,1.9141538,3.0213
1248297560.162,1.0662757,1.9147818,3.0245
1248297560.188,1.0664039,1.9146061,3.0237
1248297560.223,1.0683319,1.9133107,3.0189
1248297560.259,1.0686994,1.9131469,3.0185
1248297560.282,1.0686884,1.913074,3.0197
1248297560.311,1.0683064,1.9131379,3.0201
1248297560.34,1.0668112,1.9132356,3.0192
1248297560.362,1.0667537,1.913225,3.0186
1248297560.465,1.0645939,1.913484,3.0184
1248297560.493,1.0638762,1.9135744,3.0186
1248297560.524,1.0607797,1.9138181,3.0175
1248297560.548,1.0603719,1.9138553,3.0173
1248297560.584,1.0587417,1.9144031,3.0195
1248297560.611,1.0582702,1.9145774,3.0204
1248297560.644,1.0548416,1.915357,3.024
1248297560.663,1.0540952,1.9154234,3.0239
1248297560.698,1.050764,1.9151927,3.0192
1248297560.728,1.0501709,1.9150779,3.018
1248297560.766,1.0471704,1.9152352,3.018
1248297560.781,1.0465708,1.9154767,3.0193
1248297560.819,1.0434472,1.9168733,3.0254
1248297560.843,1.0428117,1.9170321,3.0255
1248297560.883,1.0391824,1.916898,3.0201
1248297560.921,1.0384645,1.9167159,3.0183
1248297561.072,1.0277991,1.9179273,3.0199
1248297561.095,1.0256002,1.9174705,3.0151
1248297561.125,1.0250974,1.9174933,3.0151
1248297561.151,1.0217988,1.9187751,3.0215
1248297561.184,1.0210055,1.9190785,3.0227
1248297561.26,1.0138914,1.919246,3.0148
1248297561.292,1.0133689,1.9192956,3.0147
1248297561.325,1.0103605,1.9205649,3.0201
1248297561.345,1.0096344,1.9208405,3.0212
1248297561.379,1.0056669,1.9211177,3.0197
1248297561.412,1.004892,1.9209642,3.0182
1248297561.444,1.0015358,1.9205564,3.0156
1248297561.465,1.0009705,1.9207375,3.0169
1248297561.502,0.9978419,1.9221546,3.0257
1248297561.53,0.9971154,1.9223326,3.0263
1248297561.568,0.9933681,1.9220948,3.0215
1248297561.683,0.9863013,1.9236742,3.0239
1248297561.735,0.982129,1.9234018,3.0171
1248297561.764,0.9814581,1.9232603,3.0158
1248297561.976,0.9658592,1.9254904,3.0228
1248297562.0,0.9653229,1.9257892,3.0245
1248297562.035,0.962031,1.9262998,3.0247
1248297562.063,0.9612888,1.926202,3.0233
1248297562.092,0.9574581,1.9257522,3.017
1248297562.132,0.9567556,1.9258345,3.0169
1248297562.153,0.9534744,1.9271627,3.0229
1248297562.185,0.952819,1.9273807,3.0238
1248297562.211,0.9494578,1.9273349,3.0201
