0,13,5.521,-0.274,5.6465,-0.25863,0.12549,0.015373
0.237,7,2.674,-0.194,2.67,-0.1806,-0.0040272,0.013402
0.479,13,5.521,-0.276,5.6465,-0.25853,0.1255,0.017473
0.719,12,5.632,-0.471,6.2352,-0.44839,0.60322,0.022606
0.719,13,5.521,-0.274,5.6465,-0.25853,0.1255,0.015468
0.719,7,2.674,-0.194,2.6699,-0.18039,-0.0040825,0.013608
0.957,13,5.521,-0.274,5.6465,-0.25873,0.1255,0.015269
1.196,7,2.674,-0.194,2.6699,-0.18039,-0.0040624,0.013612
1.446,12,5.632,-0.471,6.2352,-0.44859,0.60323,0.022408
1.446,13,5.521,-0.274,5.6465,-0.25873,0.1255,0.015269
1.446,7,2.673,-0.194,2.6699,-0.18059,-0.003077,0.013412
1.691,13,5.521,-0.274,5.6466,-0.25862,0.12558,0.015376
1.926,13,5.521,-0.275,5.6466,-0.25852,0.12559,0.016485
2.16,13,5.521,-0.274,5.6466,-0.25861,0.12558,0.01539
2.396,13,5.521,-0.276,5.6466,-0.25851,0.12561,0.01749
2.634,13,5.521,-0.274,5.6466,-0.25861,0.12558,0.015386
2.869,13,5.521,-0.275,5.6467,-0.2585,0.12566,0.016496
3.11,13,5.521,-0.275,5.6465,-0.25862,0.12553,0.016379
3.341,13,5.521,-0.274,5.6467,-0.25871,0.12565,0.015286
3.808,13,5.521,-0.274,5.6466,-0.25892,0.12558,0.015075
4.04,13,5.521,-0.275,5.6466,-0.25861,0.1256,0.016387
4.275,7,2.674,-0.194,2.67,-0.18088,-0.0040396,0.013121
4.541,13,5.521,-0.274,5.6467,-0.25902,0.12565,0.01498
5.01,13,5.521,-0.271,5.6466,-0.25913,0.12562,0.011872
5.242,13,5.521,-0.275,5.6466,-0.25913,0.12562,0.015872
5.478,7,2.674,-0.194,2.67,-0.18086,-0.003954,0.013135
5.714,13,5.521,-0.273,5.6466,-0.25903,0.12555,0.013973
5.948,13,5.521,-0.274,5.6466,-0.25893,0.12558,0.015075
6.183,13,5.521,-0.275,5.6465,-0.25903,0.12551,0.015968
6.414,13,5.521,-0.274,5.6466,-0.25892,0.12562,0.015078
6.651,13,5.521,-0.274,5.6465,-0.25903,0.12554,0.01497
6.883,13,5.521,-0.274,5.6466,-0.25882,0.12562,0.015178
7.118,13,5.521,-0.274,5.6466,-0.25872,0.12558,0.015281
7.35,7,2.675,-0.194,2.67,-0.18046,-0.0049676,0.013539
7.582,7,2.676,-0.194,2.67,-0.18056,-0.0060114,0.013437
8.053,7,2.675,-0.194,2.6701,-0.18054,-0.0049364,0.013456
8.287,13,5.521,-0.274,5.6466,-0.25892,0.1256,0.01508
8.525,13,5.521,-0.272,5.6466,-0.25861,0.1256,0.013393
8.756,7,2.676,-0.194,2.67,-0.18077,-0.0059816,0.013234
8.993,13,5.521,-0.274,5.6466,-0.25871,0.12559,0.015288
9.225,13,5.521,-0.274,5.6467,-0.25892,0.12565,0.015082
9.694,13,5.521,-0.276,5.6466,-0.25892,0.12562,0.017084
9.928,13,5.521,-0.274,5.6467,-0.25881,0.12566,0.015188
10.16,13,5.521,-0.275,5.6467,-0.25901,0.12574,0.01599
10.394,13,5.521,-0.274,5.6467,-0.2588,0.12568,0.015196
10.627,7,2.675,-0.194,2.6701,-0.18076,-0.0049298,0.013245
10.861,7,2.678,-0.194,2.67,-0.18086,-0.0079774,0.013142
11.095,13,5.521,-0.274,5.6466,-0.25911,0.12561,0.014885
11.329,13,5.521,-0.274,5.6466,-0.25892,0.1256,0.015085
11.565,13,5.521,-0.274,5.6466,-0.25912,0.12563,0.014883
11.801,13,5.521,-0.274,5.6466,-0.25871,0.12563,0.015289
12.033,13,5.521,-0.275,5.6467,-0.2587,0.12567,0.016299
12.27,13,5.521,-0.274,5.6466,-0.25881,0.12563,0.015191
12.504,13,5.521,-0.276,5.6467,-0.25871,0.12567,0.01729
12.738,13,5.521,-0.274,5.6467,-0.2588,0.12567,0.015199
13.208,13,5.521,-0.271,5.6467,-0.25901,0.12568,0.011992
13.445,13,5.521,-0.274,5.6467,-0.2591,0.12571,0.014898
13.914,13,5.521,-0.275,5.6467,-0.2592,0.12568,0.015798
14.146,13,5.521,-0.274,5.6467,-0.259,0.1257,0.015001
14.38,7,2.674,-0.194,2.6701,-0.18103,-0.0039063,0.012969
14.64,13,5.521,-0.274,5.6467,-0.2587,0.12567,0.0153
14.874,13,5.521,-0.275,5.6466,-0.25891,0.12562,0.016091
15.11,13,5.521,-0.274,5.6466,-0.25881,0.12559,0.015194
15.344,13,5.521,-0.275,5.6466,-0.25912,0.1256,0.015881
15.811,13,5.521,-0.274,5.6466,-0.25921,0.12565,0.014786
16.287,7,2.675,-0.194,2.67,-0.18067,-0.0049879,0.013333
16.52,13,5.521,-0.274,5.6467,-0.25871,0.12566,0.015287
16.754,13,5.521,-0.274,5.6466,-0.25891,0.12561,0.015086
16.998,12,5.632,-0.467,6.2353,-0.44868,0.60334,0.018324
16.998,13,5.521,-0.274,5.6466,-0.25882,0.12563,0.015184
16.998,7,2.676,-0.194,2.6701,-0.18066,-0.0059441,0.013338
17.225,13,5.521,-0.276,5.6466,-0.25862,0.12562,0.017384
17.226,7,2.674,-0.194,2.67,-0.18046,-0.0039594,0.01354
17.452,12,5.632,-0.471,6.2353,-0.44867,0.60331,0.022327
17.452,13,5.521,-0.274,5.6466,-0.25881,0.12561,0.015187
17.452,7,2.675,-0.194,2.67,-0.18065,-0.0049679,0.013347
17.676,13,5.521,-0.276,5.6466,-0.25851,0.12563,0.017491
18.12,13,5.521,-0.274,5.6467,-0.2586,0.12568,0.0154
18.34,7,2.674,-0.194,2.6701,-0.18044,-0.0038977,0.01356
18.561,13,5.521,-0.274,5.6466,-0.25891,0.12563,0.015089
18.782,13,5.521,-0.275,5.6466,-0.2587,0.12564,0.0163
19.003,13,5.521,-0.273,5.6466,-0.25893,0.12558,0.014075
19.224,12,5.632,-0.469,6.2353,-0.44877,0.60329,0.020227
19.445,13,5.521,-0.275,5.6466,-0.25893,0.12563,0.016075
19.668,7,2.672,-0.193,2.67,-0.18096,-0.0019898,0.012042
19.89,13,5.521,-0.271,5.6466,-0.25901,0.12565,0.011987
20.112,13,5.521,-0.274,5.6466,-0.25892,0.12559,0.015083
20.333,13,5.521,-0.272,5.6466,-0.25901,0.12562,0.012985
20.558,13,5.521,-0.274,5.6467,-0.25881,0.12567,0.015191
20.78,13,5.521,-0.275,5.6466,-0.25882,0.1256,0.016184
21.001,7,2.675,-0.194,2.67,-0.18077,-0.0049823,0.013229
21.444,13,5.521,-0.275,5.6465,-0.25893,0.12552,0.01607
21.667,7,2.672,-0.194,2.67,-0.18049,-0.0020394,0.013512
21.895,12,5.632,-0.469,6.2353,-0.44848,0.60331,0.020522
21.895,13,5.521,-0.275,5.6466,-0.25862,0.1256,0.016382
