1248297556.202,1.2981676,1.8832113,2.8288
1248297556.224,1.2972399081973824,1.8835113243207728,2.8319200027465823
1248297556.249,1.2968538255243949,1.8835839234478118,2.8324969903469084
1248297556.277,1.2962674200105393,1.8837604795964713,2.8344249655246734
1248297556.305,1.2972266024509218,1.8834116753533445,2.831192020225525
1248297556.425,1.290107079578597,1.8857222182615005,2.8552919972419737
1248297556.45,1.2971218171647538,1.8835106012246614,2.831973985290527
1248297556.625,1.2861172429621555,1.887066429978476,2.8689879958629607
1248297556.653,1.291145438344751,1.8854796770679572,2.8738040172576906
1248297556.73,1.28751439558007,1.8865390680896277,2.8866400179862977
1248297556.787,1.2865519302630564,1.8863674061115674,2.896560996103287
1248297556.801,1.2867369204676016,1.8865760770191509,2.904068046569824
1248297556.835,1.2845906715894997,1.8872900427459103,2.912959993648529
1248297556.865,1.2830158587705336,1.8883641564140707,2.924861011695862
1248297556.947,1.2787943036224914,1.889293140102463,2.937949021720886
1248297556.978,1.276712513736967,1.8889384500834463,2.944519995880127
1248297556.998,1.276798812800649,1.8890264524904448,2.94502596244812
1248297557.028,1.2718917072711622,1.8903588610778848,2.9616090112686155
1248297557.066,1.270443303828899,1.890596011964767,2.9657860048294067
1248297557.073,1.2675227396417301,1.890720241648398,2.9710139699935914
1248297557.182,1.2596514908908445,1.8919937122331039,2.993306965255737
1248297557.212,1.26082623209775,1.8918225041791008,2.999
1248297557.242,1.2603663724161076,1.8918860454118398,3.0023
1248297557.263,1.2577974299028118,1.891776737546022,3.0145
1248297557.302,1.255812906412612,1.891913540928017,3.0162
1248297557.327,1.253033095217808,1.892132565542844,3.024
1248297557.362,1.2512678848163932,1.892409298692932,3.0252
1248297557.401,1.2480380862502205,1.8924130445775746,3.0215
1248297557.483,1.2440428588021708,1.8927353977812067,3.0199
1248297557.587,1.2369395442742264,1.894458195633528,3.0224
1248297557.618,1.2331904976475583,1.8943815641694657,3.0212
1248297557.638,1.2333244245960027,1.8945470781547604,3.0221
1248297557.667,1.2305104401252518,1.895635207474038,3.0231
1248297557.699,1.22903052441093,1.8958020273782126,3.022
1248297557.75,1.2252148380106278,1.8956726353497042,3.0154
1248297557.782,1.2222745753208928,1.8955855810172222,3.0163
1248297557.811,1.2218363889848822,1.895727728590769,3.0179
1248297557.84,1.2188243420138443,1.8961644917645515,3.0221
1248297557.867,1.2176653988642552,1.8961961182783549,3.0215
1248297557.889,1.215413215634341,1.8958043820580066,3.0158
1248297557.92,1.214030560788729,1.8958578760709832,3.0147
1248297557.953,1.2120178459286264,1.8964009568446432,3.0169
1248297558.042,1.206885699532797,1.897232569849868,3.0185
1248297558.071,1.203250854397545,1.897485571790612,3.018
1248297558.104,1.2024163369505279,1.8974748609380077,3.0173
1248297558.124,1.2005543750492365,1.8982746400354966,3.0198
